Debit/Credit,Date,Description,Table Heading, Amount , Outstanding Balance ,,,In QB?,Date,Account
Credit,4/20/2020,Credit Return: Online Payment 9354893086 To Fajer AL-Kaisi,Deposits And Additions,275,"232,611.95",,0,,,
Debit,4/21/2020,04/21 Online Payment 9488244626 To Peter Berkrot,Electronic Withdrawals,-275,"232,336.95",,0,,,
Debit,4/21/2020,Quickpay With Zelle Payment To Wendy King Jpm358183431,Electronic Withdrawals,-295,"232,041.95",,0,,,
Debit,4/21/2020,04/21 Online Payment 9488256059 To Tom Campbell,Electronic Withdrawals,-275,"231,766.95",,0,,,
Debit,4/21/2020,04/21 Online Payment 9488234489 To Treecave Creative LLC,Electronic Withdrawals,-550,"231,216.95",,0,,,
Debit,4/22/2020,Venmo Payment 3379654727 Web ID: 3264681992,Electronic Withdrawals,-275,"230,941.95",,0,,,
Debit,4/22/2020,Venmo Payment 3379658264 Web ID: 3264681992,Electronic Withdrawals,-275,"230,666.95",,0,,,
Credit,4/22/2020,Bankcard-8566 Btot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,618.75,"231,285.70",,0,,,
Debit,4/23/2020,Quickpay With Zelle Payment To David Stifel Jpm358854868,Electronic Withdrawals,-275,"231,010.70",,0,,,
Debit,4/24/2020,04/24 Online Payment 9501830398 To Leesha Saunders,Electronic Withdrawals,-275,"230,735.70",,0,,,
Debit,4/24/2020,Venmo Payment 3386053597 Web ID: 3264681992,Electronic Withdrawals,-275,"230,460.70",,0,,,
Debit,4/24/2020,04/24 Online Payment 9501853493 To Sybil Johnson,Electronic Withdrawals,-275,"230,185.70",,0,,,
Debit,4/27/2020,Card Purchase 04/26 Zoom.US 888-799-9666 Www.Zoom.US CA Card 0698,Atm & Debit Card Withdrawals,-194.99,"229,990.71",,0,,,
Credit,4/27/2020,Bankcard-8566 Btot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,123.75,"230,114.46",,0,,,
Debit,4/28/2020,Recurring Card Purchase 04/27 Eig*Constantcontact.CO 855-2295506 MA Card 0698,Atm & Debit Card Withdrawals,-70.77,"230,043.69",,0,,,
Credit,4/28/2020,Bankcard-8566 Btot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,123.75,"230,167.44",,0,,,
Credit,4/29/2020,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,165,"230,332.44",,0,,,
Credit,4/30/2020,Bankcard-8566 Btot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,412.5,"230,744.94",,0,,,
Credit,5/1/2020,Credit Return: Online Payment 9400882621 To Joniece Abbott-Pratt,Deposits And Additions,275,"231,019.94",,0,,,
Debit,5/1/2020,Granite Insuranc Portal 4/1/2020 CCD ID: 9Ic3292432,Electronic Withdrawals,"-1,026.33","229,993.61",,0,,,
Debit,5/4/2020,Card Purchase 05/01 Linode.Com 855-4546633 NJ Card 0698,Atm & Debit Card Withdrawals,-55,"229,938.61",,0,,,
Debit,5/4/2020,Bankcard-8566 Mtot Disc 518089424394518 CCD ID: 1592126793,Electronic Withdrawals,-214.26,"229,724.35",,0,,,
Debit,5/4/2020,Venmo Payment 3419410820 Web ID: 3264681992,Electronic Withdrawals,-295,"229,429.35",,0,,,
Credit,5/4/2020,Bankcard-8566 Btot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,123.75,"229,553.10",,0,,,
Credit,5/4/2020,Bankcard-8566 Btot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,371.25,"229,924.35",,0,,,
Credit,5/4/2020,Bankcard-8566 Btot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,371.25,"230,295.60",,0,,,
Debit,5/4/2020,Venmo Payment 3419415046 Web ID: 3264681992,Electronic Withdrawals,-275,"230,020.60",,0,,,
Debit,5/5/2020,Service Charges For The Month of April,Fees,-34.95,"229,985.65",,0,,,
Debit,5/5/2020,05/05 Online ACH Payment 5249186846 To Edison Research (_######4589),Electronic Withdrawals,"-16,000.00","213,985.65",,0,,,
Credit,5/6/2020,Bankcard-8566 Btot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,412.5,"214,398.15",,0,,,
Debit,5/7/2020,Quickpay With Zelle Payment To Tina Wolstencroft Jpm365459899,Electronic Withdrawals,-275,"214,123.15",,0,,,
Debit,5/7/2020,05/07 Online Domestic Wire Transfer Via: Bk Amer Nyc/026009593 A/C: Gtn Client Trust,Electronic Withdrawals,-358.74,"213,764.41",,0,,,
Debit,5/7/2020,Quickpay With Zelle Payment To Mike Murray Jpm365455204,Electronic Withdrawals,-275,"213,489.41",,0,,,
Debit,5/11/2020,Recurring Card Purchase 05/10 Google *Google Storag 855-836-3987 CA Card 0698,Atm & Debit Card Withdrawals,-9.99,"213,479.42",,0,,,
Debit,5/11/2020,Bankcard-8566 Btot ADJ 518089424394518 CCD ID: 1592126793,Electronic Withdrawals,-525,"212,954.42",,0,,,
Credit,5/11/2020,Bankcard-8566 Btot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,225,"213,179.42",,0,,,
Credit,5/11/2020,Bankcard-8566 Btot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,225,"213,404.42",,0,,,
Debit,5/12/2020,Card Purchase 05/11 Web*Networksolutions 888-6429675 FL Card 0698,Atm & Debit Card Withdrawals,-47.97,"213,356.45",,0,,,
Debit,5/12/2020,Quickpay With Zelle Payment To Seth Podowitz Jpm368035061,Electronic Withdrawals,-295,"213,061.45",,0,,,
Debit,5/13/2020,Recurring Card Purchase 05/13 Stamps.Com 855-608-2677 CA Card 0698,Atm & Debit Card Withdrawals,-19.59,"213,041.86",,0,,,
Debit,5/13/2020,"Quickpay With Zelle Payment To Janet Benson, Inc. 9606404295",Electronic Withdrawals,-599.88,"212,441.98",,0,,,
Debit,5/14/2020,05/13 Online Payment 9606415462 To Michael Quinlan,Electronic Withdrawals,-275,"212,166.98",,0,,,
Debit,5/14/2020,Recurring Card Purchase 05/13 Vbs*Vonage Business 866-901-0242 GA Card 0698,Atm & Debit Card Withdrawals,-83.06,"212,083.92",,0,,,
Credit,5/14/2020,Bankcard-8566 Btot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,123.75,"212,207.67",,0,,,
Credit,5/18/2020,Credit Return: Online Payment 9178936432 To Girls Write Now,Deposits And Additions,"1,000.00","213,207.67",,0,,,
Debit,5/18/2020,Card Purchase 05/16 Usps Change of Addres 800-238-3150 TN Card 0698,Atm & Debit Card Withdrawals,-1.05,"213,206.62",,0,,,
Debit,5/19/2020,Card Purchase 05/18 Openwater Www.Getopenwa DC Card 0698,Atm & Debit Card Withdrawals,"-8,301.00","204,905.62",,0,,,
Credit,5/20/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200519 CO Entry,Deposits And Additions,123.75,"205,029.37",,0,,,
Debit,5/21/2020,05/21 Online Payment 9647241663 To Ines Del Castillo,Electronic Withdrawals,-295,"204,734.37",,0,,,
Credit,5/21/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200520 CO Entry,Deposits And Additions,165,"204,899.37",,0,,,
Credit,5/22/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200521 CO Entry,Deposits And Additions,123.75,"205,023.12",,0,,,
Debit,5/26/2020,Card Purchase 05/25 Zoom.US 888-799-9666 Www.Zoom.US CA Card 0698,Atm & Debit Card Withdrawals,-194.99,"204,828.13",,0,,,
Credit,5/26/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200524 CO Entry,Deposits And Additions,371.25,"205,199.38",,0,,,
Credit,5/27/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200526 CO Entry,Deposits And Additions,165,"205,364.38",,0,,,
Debit,5/27/2020,"05/27 Online Domestic Wire Transfer Via: Pnc Bank, Ohio/041000124 A/C: Finish Well",Electronic Withdrawals,"-1,250.00","204,114.38",,0,,,
Credit,5/28/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200527 CO Entry,Deposits And Additions,588.75,"204,703.13",,0,,,
Debit,5/29/2020,Recurring Card Purchase 05/28 Eig*Constantcontact.CO 855-2295506 MA Card 0698,Atm & Debit Card Withdrawals,-70.77,"204,632.36",,0,,,
Credit,5/29/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200528 CO Entry,Deposits And Additions,165,"204,797.36",,0,,,
Credit,6/1/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200531 CO Entry,Deposits And Additions,123.75,"204,921.11",,0,,,
Credit,6/1/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200529 CO Entry,Deposits And Additions,348.75,"205,269.86",,0,,,
Credit,6/2/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200601 CO Entry,Deposits And Additions,247.5,"205,517.36",,0,,,
Debit,6/2/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200531 CO Entry,Electronic Withdrawals,-284.51,"205,232.85",,0,,,
Debit,6/2/2020,Card Purchase 06/01 Linode.Com 855-4546633 NJ Card 0698,Atm & Debit Card Withdrawals,-55,"205,177.85",,0,,,
Debit,6/3/2020,Service Charges For The Month of May,Fees,-34.95,"205,142.90",,0,,,
Debit,6/4/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200603 CO Entry,Electronic Withdrawals,-127.5,"205,015.40",,0,,,
Credit,6/5/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200604 CO Entry,Deposits And Additions,"8,275.00","213,290.40",,0,,,
Credit,6/8/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200605 CO Entry,Deposits And Additions,983.75,"214,274.15",,0,,,
Credit,6/8/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200607 CO Entry,Deposits And Additions,210,"214,484.15",,0,,,
Debit,6/8/2020,06/08 Online Payment 9746034009 To Common Mode,Electronic Withdrawals,-590,"213,894.15",,0,,,
Debit,6/8/2020,Recurring Card Purchase 06/05 Fedex 149778241830 Memphis TN Card 0698,Atm & Debit Card Withdrawals,-26.99,"213,867.16",,0,,,
Credit,6/8/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200607 CO Entry,Deposits And Additions,530,"214,397.16",,0,,,
Debit,6/9/2020,06/09 Online Payment 9748731732 To Almond Eastland,Electronic Withdrawals,-295,"214,102.16",,0,,,
Credit,6/9/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200608 CO Entry,Deposits And Additions,333.75,"214,435.91",,0,,,
Credit,6/10/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200609 CO Entry,Deposits And Additions,"3,861.25","218,297.16",,0,,,
Debit,6/10/2020,Recurring Card Purchase 06/10 Google *Google Storag 855-836-3987 CA Card 0698,Atm & Debit Card Withdrawals,-9.99,"218,287.17",,0,,,
Credit,6/11/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200610 CO Entry,Deposits And Additions,"1,427.50","219,714.67",,0,,,
Credit,6/12/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200611 CO Entry,Deposits And Additions,"1,746.25","221,460.92",,0,,,
Debit,6/15/2020,Recurring Card Purchase 06/13 Stamps.Com 855-608-2677 CA Card 0698,Atm & Debit Card Withdrawals,-19.59,"221,441.33",,0,,,
Debit,6/15/2020,Quickpay With Zelle Payment To Joniece Abbott-Pratt Jpm384869351,Electronic Withdrawals,-275,"221,166.33",,0,,,
Credit,6/15/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200612 CO Entry,Deposits And Additions,786.25,"221,952.58",,0,,,
Debit,6/15/2020,Recurring Card Purchase 06/13 Vbs*Vonage Business 866-901-0242 GA Card 0698,Atm & Debit Card Withdrawals,-83.06,"221,869.52",,0,,,
Credit,6/16/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200615 CO Entry,Deposits And Additions,660,"222,529.52",,0,,,
Credit,6/17/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200616 CO Entry,Deposits And Additions,45,"222,574.52",,0,,,
Credit,6/18/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200617 CO Entry,Deposits And Additions,663.75,"223,238.27",,0,,,
Credit,6/22/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200619 CO Entry,Deposits And Additions,465,"223,703.27",,0,,,
Credit,6/22/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200621 CO Entry,Deposits And Additions,543.75,"224,247.02",,0,,,
Credit,6/22/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200621 CO Entry,Deposits And Additions,581.25,"224,828.27",,0,,,
Credit,6/22/2020,Credit Return: Online Payment 9318836403 To Bernstein & Associates,Deposits And Additions,"1,250.00","226,078.27",,0,,,
Credit,6/24/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200623 CO Entry,Deposits And Additions,233.75,"226,312.02",,0,,,
Credit,6/25/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200624 CO Entry,Deposits And Additions,893.75,"227,205.77",,0,,,
Credit,6/26/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200625 CO Entry,Deposits And Additions,"1,462.50","228,668.27",,0,,,
Debit,6/26/2020,Card Purchase 06/25 Zoom.US 888-799-9666 Www.Zoom.US CA Card 0698,Atm & Debit Card Withdrawals,-194.99,"228,473.28",,0,,,
Debit,6/29/2020,06/27 Online Payment 9847044735 To Audere Media,Electronic Withdrawals,"-7,000.00","221,473.28",,0,,,
Debit,6/29/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200628 CO Entry,Electronic Withdrawals,-535,"220,938.28",,0,,,
Debit,6/29/2020,"06/27 Online Payment 9847052348 To Graphic Executions, Inc.",Electronic Withdrawals,"-4,492.18","216,446.10",,0,,,
Debit,6/29/2020,06/27 Online ACH Payment 5254051489 To Michele Cobb (_######6800),Electronic Withdrawals,"-10,566.75","205,879.35",,0,,,
Debit,6/29/2020,Orig CO Name:Venmo Orig ID:3264681992 Desc Date: CO Entry,Electronic Withdrawals,"-2,500.00","203,379.35",,0,,,
Debit,6/29/2020,Recurring Card Purchase 06/27 Eig*Constantcontact.CO 855-2295506 MA Card 0698,Atm & Debit Card Withdrawals,-70.77,"203,308.58",,0,,,
Credit,6/29/2020,Credit Return: Online Payment 9345256901 To Jeff Mack,Deposits And Additions,375,"203,683.58",,0,,,
Credit,6/29/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200628 CO Entry,Deposits And Additions,123.75,"203,807.33",,0,,,
Credit,6/29/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200626 CO Entry,Deposits And Additions,"2,117.50","205,924.83",,0,,,
Credit,6/29/2020,Credit Return: Online Payment 9342058915 To Sean Okane,Deposits And Additions,275,"206,199.83",,0,,,
Credit,6/30/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200629 CO Entry,Deposits And Additions,247.5,"206,447.33",,0,,,
Credit,6/30/2020,Credit Return: Online Payment 9354746420 To Jon Frazier,Deposits And Additions,375,"206,822.33",,0,,,
Credit,7/1/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200630 CO Entry,Deposits And Additions,330,"207,152.33",,0,,,
Credit,7/2/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200701 CO Entry,Deposits And Additions,732.5,"207,884.83",,0,,,
Debit,7/2/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200630 CO Entry,Electronic Withdrawals,"-1,155.05","206,729.78",,0,,,
Debit,7/2/2020,Card Purchase 07/01 Linode.Com 855-4546633 NJ Card 0698,Atm & Debit Card Withdrawals,-55,"206,674.78",,0,,,
Credit,7/3/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200702 CO Entry,Deposits And Additions,"3,085.00","209,759.78",,0,,,
Credit,7/6/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200703 CO Entry,Deposits And Additions,"1,355.00","211,114.78",,0,,,
Debit,7/6/2020,Service Charges For The Month of June,Fees,-34.95,"211,079.83",,0,,,
Credit,7/6/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200705 CO Entry,Deposits And Additions,712.5,"211,792.33",,0,,,
Credit,7/6/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200705 CO Entry,Deposits And Additions,302.5,"212,094.83",,0,,,
Credit,7/7/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200706 CO Entry,Deposits And Additions,715,"212,809.83",,0,,,
Credit,7/8/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200707 CO Entry,Deposits And Additions,"3,975.00","216,784.83",,0,,,
Credit,7/9/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200708 CO Entry,Deposits And Additions,"3,382.50","220,167.33",,0,,,
Credit,7/10/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200709 CO Entry,Deposits And Additions,"1,190.00","221,357.33",,0,,,
Debit,7/10/2020,Recurring Card Purchase 07/10 Google *Google Storag 855-836-3987 CA Card 0698,Atm & Debit Card Withdrawals,-9.99,"221,347.34",,0,,,
Credit,7/13/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200712 CO Entry,Deposits And Additions,82.5,"221,429.84",,0,,,
Credit,7/13/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200710 CO Entry,Deposits And Additions,412.5,"221,842.34",,0,,,
Debit,7/13/2020,Recurring Card Purchase 07/13 Stamps.Com 855-608-2677 CA Card 0698,Atm & Debit Card Withdrawals,-19.59,"221,822.75",,0,,,
Credit,7/13/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200712 CO Entry,Deposits And Additions,"1,732.50","223,555.25",,0,,,
Debit,7/13/2020,"07/13 Online Payment 9936076136 To Graphic Executions, Inc.",Electronic Withdrawals,-697.89,"222,857.36",,0,,,
Debit,7/14/2020,Recurring Card Purchase 07/13 Web*Networksolutions 888-6429675 FL Card 0698,Atm & Debit Card Withdrawals,-75.98,"222,781.38",,0,,,
Credit,7/14/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200713 CO Entry,Deposits And Additions,20,"222,801.38",,0,,,
Debit,7/14/2020,Recurring Card Purchase 07/13 Vbs*Vonage Business 866-901-0242 GA Card 0698,Atm & Debit Card Withdrawals,-83.06,"222,718.32",,0,,,
Credit,7/15/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200714 CO Entry,Deposits And Additions,"3,942.50","226,660.82",,0,,,
Credit,7/16/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200715 CO Entry,Deposits And Additions,"1,025.00","227,685.82",,0,,,
Credit,7/17/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200716 CO Entry,Deposits And Additions,"16,990.00","244,675.82",,0,,,
Credit,7/20/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200719 CO Entry,Deposits And Additions,"2,300.00","246,975.82",,0,,,
Credit,7/20/2020,Online Transfer From Chk ...7365 Transaction#: 9974225368,Deposits And Additions,"10,000.00","256,975.82",,0,,,
Credit,7/20/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200717 CO Entry,Deposits And Additions,"52,045.00","309,020.82",,0,,,
Debit,7/20/2020,07/20 Online Domestic Wire Transfer A/C: Soapy Film Inc. Jersey City NJ 07302-6634 US Trn:,Electronic Withdrawals,"-10,000.00","299,020.82",,0,,,
Credit,7/20/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200719 CO Entry,Deposits And Additions,82.5,"299,103.32",,0,,,
Credit,7/21/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200720 CO Entry,Deposits And Additions,60,"299,163.32",,0,,,
Credit,7/22/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200721 CO Entry,Deposits And Additions,165,"299,328.32",,0,,,
Credit,7/23/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200722 CO Entry,Deposits And Additions,90,"299,418.32",,0,,,
Credit,7/24/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200723 CO Entry,Deposits And Additions,"1,782.50","301,200.82",,0,,,
Debit,7/27/2020,07/27 Online ACH Payment 5256777425 To Interq (_########5036),Electronic Withdrawals,"-6,000.00","295,200.82",,0,,,
Credit,7/27/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200726 CO Entry,Deposits And Additions,82.5,"295,283.32",,0,,,
Credit,7/27/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200724 CO Entry,Deposits And Additions,82.5,"295,365.82",,0,,,
Debit,7/27/2020,Card Purchase 07/25 Zoom.US 888-799-9666 Www.Zoom.US CA Card 0698,Atm & Debit Card Withdrawals,-194.99,"295,170.83",,0,,,
Credit,7/27/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200726 CO Entry,Deposits And Additions,260,"295,430.83",,0,,,
Credit,7/29/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200728 CO Entry,Deposits And Additions,82.5,"295,513.33",,0,,,
Debit,7/29/2020,Recurring Card Purchase 07/28 Eig*Constantcontact.CO 855-2295506 MA Card 0698,Atm & Debit Card Withdrawals,-70.77,"295,442.56",,0,,,
Debit,7/30/2020,07/30 Online Transfer To Chk ...7365 Transaction#: 10028178445,Electronic Withdrawals,-221.49,"295,221.07",,0,,,
Credit,7/30/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200729 CO Entry,Deposits And Additions,165,"295,386.07",,0,,,
Debit,8/3/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200731 CO Entry,Electronic Withdrawals,"-4,356.65","291,029.42",,0,,,
Debit,8/3/2020,Card Purchase 08/01 Linode.Com 855-4546633 NJ Card 0698,Atm & Debit Card Withdrawals,-55,"290,974.42",,0,,,
Credit,8/3/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200802 CO Entry,Deposits And Additions,82.5,"291,056.92",,0,,,
Credit,8/3/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200731 CO Entry,Deposits And Additions,165,"291,221.92",,0,,,
Debit,8/5/2020,Service Charges For The Month of July,Fees,-34.95,"291,186.97",,0,,,
Credit,8/6/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200805 CO Entry,Deposits And Additions,165,"291,351.97",,0,,,
Credit,8/7/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200806 CO Entry,Deposits And Additions,82.5,"291,434.47",,0,,,
Credit,8/10/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200809 CO Entry,Deposits And Additions,160,"291,594.47",,0,,,
Credit,8/10/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200807 CO Entry,Deposits And Additions,242.5,"291,836.97",,0,,,
Credit,8/10/2020,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:200809 CO Entry,Deposits And Additions,82.5,"291,919.47",,0,,,
Debit,8/11/2020,Recurring Card Purchase 08/09 Google*Google Storage Internet CA Card 0698,Atm & Debit Card Withdrawals,-9.99,"291,909.48",,0,,,
